,name,latitude,longitude,address,category,rating,category_count
783,Marzorati / Ornella,45.46709,9.13956,"Via Pisanello, 2, 20146 Milan, Italy",Leather Goods,0.0,1
784,Luna Orientale,45.4672399,9.1386,"Via Rembrandt 9, 20147 Milan, Italy",Women's Clothing,3.0,1
785,Runner Store,45.45895,9.12818,"Viale delle Legioni Romane 59, 20147 Milan, Italy","Sports Wear, Shoe Stores",4.5,2
786,Cantun De Milan,45.4669302701506,9.14561206307246,"Via Rubens 3, 20148 Milan, Italy","Desserts, Bakeries, Coffee & Tea",2.0,3
787,Gianni Caputo,45.46872,9.13898,"Via Felice Bisleri 11A, 20148 Milan, Italy",Fur Clothing,0.0,1
788,Belfiore,45.46732,9.15791,"Via Belfiore 9, 20145 Milan, Italy",Shoe Stores,3.8,1
789,Il Pellettiere,45.4727233,9.1421994,"Via Dolci 2, Milan, Italy","Shoe Stores, Accessories",5.0,2
790,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
791,Bar Degli Angeli,45.4669894985175,9.1466224193573,"Via Parmigianino 19, 20146 Milan, Italy","Coffee & Tea, Chocolatiers & Shops",4.0,2
792,Chicchi Ginepri,45.4744855011964,9.14352931451117,"Viale Murillo 23, Via Manin e Piazza Deagostini, 20149 Milan, Italy","Men's Clothing, Women's Clothing",5.0,2
793,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
794,Jean Marie,45.46681,9.1486699,"Piazza De Angeli 14, 20149 Milan, Italy",Women's Clothing,4.0,1
795,Pepperina,45.4669,9.14535,"Via Rubens 3, 20148 Milan, Italy",Shoe Stores,0.0,1
796,Adriana Galli,45.4679360621289,9.15716075659179,"Via Capponi Pier Luigi 2, 20145 Milan, Italy","Jewelry, Accessories",4.0,2
797,Yamamay,45.4675070302168,9.15442395955324,"Via Marghera 3, 20149 Milan, Italy",Lingerie,4.0,1
798,Christies,45.46651,9.15828,"C. Vercelli, 51, 20145 Milan, Italy",Lingerie,4.0,1
799,Original Marines,45.454636927828,9.15078353136778,"Vie Lorenteggio 25, 20146 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
800,Caffè Hodeidah,45.48236,9.16705,"Via Piero della Francesca 8, 20154 Milan, Italy","Coffee & Tea, Cafes, Coffee Roasteries",4.8,3
801,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
802,Drogheria Soana,45.46557,9.18025,"Corso Magenta 1, 20123 Milan, Italy","Specialty Food, Coffee & Tea, Beer, Wine & Spirits",4.1,4
803,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
804,Figus Designer,45.46586,9.17607,"Corso Magenta 31, 20123 Milan, Italy","Jewelry, Leather Goods, Accessories",5.0,3
805,Allegra Unione,45.46784,9.17577,"MM Cadorna, 20123 Milan, Italy",Women's Clothing,3.3,1
806,Teatro Litta,45.46573609,9.17893097,"Corso Magenta 24, 20123 Milan, Italy","Performing Arts, Opera & Ballet, Music Venues, Cafes, Coffee & Tea",4.3,5
807,Starfly,45.46857,9.18103,"Piazza Castello 1, 20121 Milan, Italy","Buses, Bus Rental",3.0,2
808,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
809,Pierluigi Giulini,45.46903,9.17677,"Via Paleocapa Pietro 4, 20121 Milan, Italy","Accessories, Wholesale Stores, Men's Clothing",0.0,3
810,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
811,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
812,Bancarella Vestiti Cadorna,45.46868,9.17636,"Piazzale Cadorna 10, 20123 Milan, Italy",Women's Clothing,2.0,1
813,Michele Lopriore,45.46843,9.17755,"Piazzale Luigi Cadorna 4, 20123 Milan, Italy",Shoe Stores,0.0,1
814,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
815,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
816,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
817,Chicche di Calze,45.46591,9.17721,"C. Magenta, 27, 20123 Milan, Italy",Lingerie,4.0,1
818,Yamamay,45.4676,9.1832499,"Via Dante, 16, 20123 Milan, Italy",Lingerie,3.9,1
819,Scarpe lowcost Cadorna,45.46777,9.17603,"Piazza Cadorna 13, 20123 Milan, Italy",Shoe Stores,3.0,1
820,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
821,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
822,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
823,Prenatal,45.47809,9.20892,"C. Buenos Aires, 26, 20124 Milan, Italy",Maternity Wear,5.0,1
824,Buba International Designer,45.47527,9.20633,"Via Spallanzani 6, 20129 Milan, Italy",Fashion,4.3,1
825,Guess,45.4760833504536,9.2067189887166,"Corso Buenos Aires 10, 20129 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",3.3,3
826,Elena Miro',45.47745,9.2078,"C. Buenos Aires, 15, 20124 Milan, Italy",Women's Clothing,4.0,1
827,Kipling,45.47672,9.2076,"Corso Buenos Aires 14, 20124 Milan, Italy","Accessories, Luggage",4.0,2
828,La Teiera Eclettica,45.47526,9.20794,"Via Melzo 30, 20129 Milan, Italy","Coffee & Tea, Tea Rooms",3.7,2
829,OVS,45.4782448899224,9.20861503215774,"Corso Buenos Aires 21, 20124 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.0,3
830,Motivi,45.47784,9.20869,"C. Buenos Aires, 22, 20124 Milan, Italy",Women's Clothing,4.0,1
831,Mandarina Duck,45.47672,9.2076,"Corso Buenos Aires 16, 20124 Milan, Italy",Fashion,4.0,1
832,Eivissa,45.4754,9.2077899,"Via Melzo 34, 20129 Milan, Italy",Leather Goods,4.0,1
833,Uptown,45.4764399,9.20591,"Via Palazzi Lazzaro, 4, 20124 Milan, Italy",Sports Wear,4.3,1
834,O Bag,45.4758453369141,9.20709800720215,"Via Melzo 36, 20129 Milan, Italy",Accessories,5.0,1
835,Desigual,45.479023,9.2094278,"Corso Buenos Aires 29, 20124 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",4.0,3
836,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
837,JDC,45.4755160562591,9.20644640922546,"Corso Buenos Aires 6, 20124 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",4.0,3
838,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
839,Matisse,45.47962,9.21092,"C. Buenos Aires, 14, 20124 Milan, Italy",Lingerie,5.0,1
840,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
841,Viganò Alta Moda,45.46042,9.1891,"Via Paolo da Cannobio, 39, 20122 Milan, Italy","Fashion, Jewelry",4.0,2
842,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
843,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
844,Taste of England,45.46014,9.19032,"Piazza Velasca 5, 20122 Milan, Italy","Specialty Food, Coffee & Tea",5.0,2
845,Ab-side,45.4587255781878,9.19231716918039,"Vicolo Santa Caterina 1, 20122 Milan, Italy",Women's Clothing,5.0,1
846,Mugnai Calzature,45.45768,9.18747,"Corso Italia 18, 20122 Milan, Italy",Shoe Stores,5.0,1
847,Anna Fabiano,45.45716,9.18083,"C. di Porta Ticinese, 40, 20123 Milan, Italy","Fashion, Personal Shopping",4.0,2
848,Incendio,45.45989,9.18933,"C. di Porta Romana, 6, 20122 Milan, Italy",Fashion,4.0,1
849,Eatme & Go,45.460991694525,9.18441008482088,"Via Torino 50, 20123 Milan, Italy","Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt",3.4,3
850,Frip,45.45894,9.18104,"C. di Porta Ticinese, 16, 20100 Milan, Italy",Fashion,3.5,1
851,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
852,Tezenis,45.46191,9.18543,"Via Valpetrosa 10, 20123 Milan, Italy",Lingerie,3.8,1
853,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
854,Skylab Outlet,45.45801,9.1925,"Corso di Porta Romana 50, 20122 Milan, Italy","Outlet Stores, Accessories, Women's Clothing",5.0,3
855,Del Mare 1911,45.45844,9.19178,"Via Lentasio n.1, Via Bergamo n.14, 20122 Milan, Italy",Fashion,3.5,1
856,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
857,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
858,Camper,45.46318,9.18777,"15 Via Torino, 20123 MILANO, Italy",Shoe Stores,4.2,1
859,Calzoleria Ciccone - Milano Missori,45.4587,9.19138,"Corso di Porta Romana 40, 20122 Milan, Italy","Shoe Stores, Shoe Repair, Accessories",0.0,3
860,Frida,45.48865,9.18729,"Via Pollaiuolo 3, 20159 Milan, Italy","Pubs, Italian, Fashion",3.7,3
861,Nike Store,45.4825977583766,9.18873325449215,"Piazza Gae Aulenti 6, 20154 Milan, Italy","Sports Wear, Accessories, Shoe Stores",4.0,3
862,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
863,Starbucks,45.4804451706038,9.18676122360325,"Corso Garibaldi 118, 20121 Milan, Italy","Coffee & Tea, Cafes",3.7,2
864,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
865,Autobus 43,45.479696,9.193531,"Piazza Principessa Clotilde, Milan, Italy",Buses,4.0,1
866,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
867,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
868,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
869,Deus Ex Machina,45.4908970401687,9.18902512639761,"Via Thaon de Revel 3, 20159 Milan, Italy",Sports Wear,4.0,1
870,Dammann,45.48084497,9.18800354,"Viale Monte Grappa 11, 20121 Milan, Italy",Coffee & Tea,4.5,1
871,P.A.R.O.S.H.,45.4783015,9.1923459,"Corso di Porta Nuova 46, 20121 Milan, Italy",Women's Clothing,5.0,1
872,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
873,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
874,L'Artigiano di Brera,45.4730109,9.1871621,"Via Solferino 1, 20121 Milan, Italy",Shoe Stores,5.0,1
875,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
876,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
877,Basic Cafe',45.4814273,9.1897233,"Via de Cristoforis Carlo 12, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.0,3
878,Place Minuit,45.4798443189713,9.18624708954541,"Corso Garibaldi 127, 20121 Milan, Italy","Women's Clothing, Accessories, Shoe Stores",4.0,3
879,Bruno Bordese,45.48221,9.18402,"Via Maroncelli, 2, 20154 Milan, Italy",Shoe Stores,4.3,1
880,Lucan's,45.46053,9.18235,"Via Torino 71, 20123 Milan, Italy",Shoe Stores,4.5,1
881,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
882,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
883,Scout,45.45939,9.18103,"Corso di Porta Ticinese 12, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.9,3
884,Eatme & Go,45.460991694525,9.18441008482088,"Via Torino 50, 20123 Milan, Italy","Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt",3.4,3
885,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
886,USA Shop,45.46051,9.18216,"Via Torino 73, 20123 Milan, Italy",Fashion,3.3,1
887,Par5,45.4588528910805,9.18125733045012,"Corso di Porta Ticinese 16, 20123 Milan, Italy","Shoe Stores, Accessories, Watches",4.3,3
888,Cavalli e Nastri,45.4589170398849,9.17990158424516,"Via Gian Giacomo Mora 12, 20123 Milan, Italy","Used, Vintage & Consignment",3.9,2
889,Cavalli e Nastri,45.45891,9.18048,"Via Gian Giacomo Mora 3, 20123 Milan, Italy",Women's Clothing,5.0,1
890,Joost,45.45991,9.18012,"Via Cesare Correnti 12, Milano, 20123 Milan, Italy",Men's Clothing,5.0,1
891,Rinascimento,45.460530114427,9.18230732536843,"Via Torino 61, 20123 Milan, Italy",Women's Clothing,0.0,1
892,Sartoria Bassani,45.45903,9.18045,"Gian Giacomo Mora 12, 20123 Milan, Italy","Bridal, Ceremonial Clothing",5.0,2
893,Tezenis,45.46191,9.18543,"Via Valpetrosa 10, 20123 Milan, Italy",Lingerie,3.8,1
894,Tutto per lo Sport 2,45.4608,9.18441,"Via Torino, 51, 20123 Milan, Italy",Sports Wear,4.0,1
895,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
896,Café Saint George,45.46093,9.18408,"Via Torino 56, 20123 Milan, Italy","Bars, Coffee & Tea",2.8,2
897,Borderline,45.458922644755,9.1799718267847,"Via Mora 12, 20123 Milan, Italy",Fashion,4.0,1
898,Trend,45.4613,9.185,"Via Torino 46, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",5.0,3
899,Tanagra,45.46114,9.18468,"Via Torino 48, Corso Buenos Aires 58, 20123 Milan, Italy",Shoe Stores,3.8,1
900,Torrefazione De Pedrina,45.44752,9.1799,"Via Tabacchi Odoardo, 1, 20136 Milan, Italy","Coffee & Tea, Coffee Roasteries",4.5,2
901,Altromercato,45.45029,9.17983,"Corso San Gottardo 16, 20136 Milan, Italy","Grocery, Accessories",4.3,2
902,Tutto a Mezz'Euro e Più,45.45012,9.17982,"Corso San Gottardo  18, 20136 Milan, Italy","Home Decor, Accessories",4.5,2
903,Torrefazione Colombia,45.4495999,9.17998,"Corso San Gottardo 21, 20136 Milan, Italy",Coffee & Tea,4.3,1
904,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
905,Treesse Sport,45.451,9.18011,"Corso San Gottardo N7, 20136 Milan, Italy",Sports Wear,4.0,1
906,Caffè del Borgo,45.45079,9.1801,"Corso San Gottardo 9, 20136 Milan, Italy","Coffee & Tea, Cafes",4.0,2
907,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
908,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
909,Vintage Shop,45.4458,9.17636,"Alzaia Naviglio Pavese 52, 20143 Milan, Italy","Antiques, Used, Vintage & Consignment",4.5,3
910,OVS,45.4480931643142,9.17969506233931,"Corso San Gottardo 39, 20136 Milan, Italy",Department Stores,2.5,1
911,Camiceria Vitali,45.451,9.18011,"Corso San Gottardo 7, 20136 Milan, Italy",Men's Clothing,4.5,1
912,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
913,Riz and Marlena,45.4498481750488,9.17986106872559,"Corso San Gottardo 21, 20136 Milan, Italy","Jewelry, Men's Clothing, Women's Clothing",0.0,3
914,Sposae,45.44746468,9.17820189,"Via Pavia 6, 20136 Milan, Italy","Women's Clothing, Men's Clothing, Bridal",0.0,3
915,Yoga Shop,45.45304,9.17757,"Viale Gabriele D'Annunzio 25, 20125 Milan, Italy","Sports Wear, Yoga",4.3,2
916,Berlin Caffè,45.45884,9.17981,"Via Gian Giacomo Mora 9, 20123 Milan, Italy","Cocktail Bars, Sandwiches, Cafes, Coffee & Tea",4.3,4
917,Celestino Manieri,45.45097,9.1799,"Corso S. Gottardo 8, 20142 Milan, Italy",Leather Goods,3.5,1
918,Guendj,45.45123,9.17308,"Ripa Porta Ticinese 47, 20144 Milan, Italy","Used, Vintage & Consignment",4.0,2
919,Wait and See,45.4618827,9.1830362,"Via Santa Marta 14, 20123 Milan, Italy",Women's Clothing,5.0,1
920,Caffè Hodeidah,45.48236,9.16705,"Via Piero della Francesca 8, 20154 Milan, Italy","Coffee & Tea, Cafes, Coffee Roasteries",4.8,3
921,Bar Cinzia,45.48563,9.1531601,"Viale Teodorico 19, 20149 Milan, Italy","Cafes, Coffee & Tea",5.0,2
922,Casa Milan,45.4856736581282,9.14835313585604,"Via Aldo Rossi 8, 20149 Milan, Italy","Sports Wear, Museums",5.0,2
923,Calzedonia,45.49105078,9.14664924,"Via Grosotto 7, 20149 Milan, Italy",Women's Clothing,4.0,1
924,Mercato di Via Fauchè,45.48585,9.16395,"Via Giovanni Battista Fauchè, 20154 Milan, Italy","Women's Clothing, Accessories, Men's Clothing",4.0,3
925,Chicchi Ginepri,45.4744855011964,9.14352931451117,"Viale Murillo 23, Via Manin e Piazza Deagostini, 20149 Milan, Italy","Men's Clothing, Women's Clothing",5.0,2
926,Nicol Caramel,45.47115,9.16935,"Via Petrarca, 7, 20123 Milan, Italy",Maternity Wear,4.0,1
927,Delsey Italia,45.57231,9.33548,"Via Bartolomeo Colleoni, 13, 20041 Agrate Brianza, Italy",Leather Goods,0.0,1
928,Paladini Abbigliamento,45.49312,9.15039,"Via Bodoni Gian Battista 2, 20155 Milan, Italy",Fashion,5.0,1
929,Taipy,45.4726899552226,9.15905633621466,"Via Tiziano 21, 20145 Milan, Italy","Bistros, Coffee & Tea, Bars",5.0,3
930,Calzoleria Ciccone - Milano Albani,45.48185,9.14525,"Via Francesco Albani 52, 20148 Milan, Italy","Shoe Repair, Shoe Stores, Accessories",0.0,3
931,Il Mondo delle Pulcette,45.4779316,9.1686635,"Corso Sempione 14A, 20154 Milan, Italy","Thrift Stores, Toy Stores, Children's Clothing",5.0,3
932,Il Pellettiere,45.4727233,9.1421994,"Via Dolci 2, Milan, Italy","Shoe Stores, Accessories",5.0,2
933,Vale,45.48602,9.15412,"Via Marcantonio Colonna, 14, 20149 Milan, Italy",Women's Clothing,3.0,1
934,H&M,45.49091,9.14764,"Via Traiano 74, 20149 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
935,Il Calcio Mondiale,45.4835473906573,9.17024588895492,"Via Procaccini 32, 20154 Milan, Italy","Sports Wear, Soccer",4.0,2
936,Manzoli,45.48843,9.14947,"Via Traiano, 50, 20149 Milan, Italy",Fashion,3.0,1
937,okaidi,45.491011,9.146139,"Via Grosotto, 20149 Milan, Italy","Baby Gear & Furniture, Shoe Stores, Children's Clothing",0.0,3
938,Tezenis,45.4912355,9.1475352,"Via Grossotto 9, 20149 Milan, Italy","Lingerie, Women's Clothing",3.0,2
939,OVS,45.48275,9.159,"Via Arona 15, 20149 Milan, Italy",Department Stores,4.0,1
940,Sbarbaro e Visigalli,45.45183,9.15285,"Via Giambellino 5, 20146 Milan, Italy","Coffee & Tea, Candy Stores",5.0,2
941,Meet2biz,45.451889,9.1747799,"Alzaia Naviglio Grande 14, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Home Decor",5.0,3
942,Verde Pisello,45.44726,9.15435,"Via Lodovico Il Moro, 9, 20143 Milan, Italy",Sports Wear,4.0,1
943,Original Marines,45.454636927828,9.15078353136778,"Vie Lorenteggio 25, 20146 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
944,Mortarotti,45.4528585,9.1561161,"Via Belfiore 6, 20144 Milan, Italy","Shoe Stores, Accessories, Women's Clothing",4.0,3
945,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
946,Il Gigante,45.45465,9.15155,"Via Lorenteggio 3, 20147 Milan, Italy",Department Stores,3.5,1
947,L'Atelier di Simongia,45.4507,9.15284,"via Savona 94/a, 20144 Milan, Italy",Fashion,3.0,1
948,Cielo,45.45139,9.15047,"Via Giambellino, 22, 20147 Milan, Italy",Shoe Stores,0.0,1
949,Nonostante Marras,45.4563293,9.1603098,"Via Cola di Rienzo 8, 20144 Milan, Italy","Women's Clothing, Men's Clothing, Bookstores",5.0,3
950,Futura Italia,45.45139,9.15047,"Via Giambellino, 22, 20147 Milan, Italy",Fashion,0.0,1
951,Swagg,45.4512799,9.15582,"Via Delle Foppette, 2, 20144 Milan, Italy",Fashion,4.0,1
952,Blume Atelier,45.4512799,9.15582,"Via delle Foppette 2, 20144 Milan, Italy",Women's Clothing,4.0,1
953,Luna Stone,45.4516371,9.1557232,"Via Savona 82, 20144 Milan, Italy","Jewelry, Accessories",4.0,2
954,La Merceria dei Desideri di Iovino Lucia,45.45109,9.15391,"Via Savona, 90/A, 20144 Milan, Italy",Fashion,0.0,1
955,Babet,45.4525999,9.14996,"Via Leone Tolstoi 45, 20146 Milan, Italy","Used, Vintage & Consignment",0.0,2
956,Turci Calzature,45.45358,9.1704899,"Piazzale Stazione Porta Genova 3, 20144 Milan, Italy",Shoe Stores,4.3,1
957,Linea Jersey di F.liuni,45.45194,9.15213,"Via Giambellino, 10, 20146 Milan, Italy",Fashion,0.0,1
958,Emme e Erre di Mariella Rossi,45.4502499,9.15221,"Via Savona, 97, 20144 Milan, Italy",Leather Goods,0.0,1
959,C.W.F. Children Wordwide Fashion Italia,45.4502499,9.15221,"Via Savona, 97, 20144 Milan, Italy",Children's Clothing,0.0,1
960,Mauro Leone,45.4547551,9.180644,"Corso di Porta Ticinese 103, 20123 Milan, Italy",Shoe Stores,4.4,1
961,Serendeepity,45.45351,9.18023,"Corso di Porta Ticinese 100, 20123 Milan, Italy","Vinyl Records, Used, Vintage & Consignment",3.8,3
962,Temporary Cafè,45.444257817311,9.19649601163498,"Via Pietrasanta 12, 20141 Milan, Italy","Cafes, Coffee & Tea",0.0,2
963,Abnormal Gallery,45.4409,9.18134,"Via Bonghi Ruggero 17, 20136 Milan, Italy","Bars, Cafes, Coffee & Tea",3.5,3
964,Mauro Leone,45.455669,9.180478,"Corso di Porta Ticinese 60, 20123 Milan, Italy",Shoe Stores,3.8,1
965,Brambilla Universal Shoes,45.45029,9.19708,"Via Giuseppe Ripamonti 7A, 20141 Milan, Italy",Shoe Stores,4.5,1
966,Iuter,45.4567909,9.1807899,"Corso di Porta Ticinese 48, 20123 Milan, Italy","Women's Clothing, Men's Clothing, Accessories",4.0,3
967,Ago e Spago,45.45197,9.1837199,"Viale Col di Lana 12, 20136 Milan, Italy",Shoe Stores,4.3,1
968,Sweetblackberry,45.44898,9.20285,"Via Crema 17, 20135 Milan, Italy",Women's Clothing,5.0,1
969,Caffè del Borgo,45.45079,9.1801,"Corso San Gottardo 9, 20136 Milan, Italy","Coffee & Tea, Cafes",4.0,2
970,Euromania,45.4490204,9.1974201,"Via Giuseppe Ripamonti 15, 20135 Milan, Italy","Accessories, Home Decor, Home Cleaning",4.0,3
971,Tutto a Mezz'Euro e Più,45.45012,9.17982,"Corso San Gottardo  18, 20136 Milan, Italy","Home Decor, Accessories",4.5,2
972,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
973,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
974,Altromercato,45.45029,9.17983,"Corso San Gottardo 16, 20136 Milan, Italy","Grocery, Accessories",4.3,2
975,Torrefazione De Pedrina,45.44752,9.1799,"Via Tabacchi Odoardo, 1, 20136 Milan, Italy","Coffee & Tea, Coffee Roasteries",4.5,2
976,Bazaar della Lana,45.4486599,9.20743,"Corso Lodi 24, 20135 Milan, Italy",Women's Clothing,4.0,1
977,Vertigini,45.4484482,9.2106895,"Viale Umbria 7, 20135 Milan, Italy","Shoe Stores, Accessories, Luggage",5.0,3
978,Camper,45.45693,9.18096,"Porta Ticinese 59, 20136 Milan, Italy",Shoe Stores,5.0,1
979,Torrefazione Colombia,45.4495999,9.17998,"Corso San Gottardo 21, 20136 Milan, Italy",Coffee & Tea,4.3,1
980,L'altra Coco',45.45338,9.20306,"Viale Monte Nero, 7, 20135 Milan, Italy",Women's Clothing,5.0,1
981,La Bottega Coquelicot,45.45587,9.20443,"Viale Montenero 25, 20135 Milan, Italy",Women's Clothing,3.5,1
982,Montresor,45.45303,9.20293,"Viale Monte Nero 5, 20135 Milan, Italy","Desserts, Coffee & Tea, Tea Rooms",4.5,3
983,Sakurasan,45.45577,9.20599,"viale Lazio, 6, 20135 Milan, Italy","Arts & Crafts, Accessories, Women's Clothing",5.0,3
984,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
985,Ginger Gioielli,45.4566,9.19959,"Via Alfonso Lamarmora 22, 20122 Milan, Italy","Jewelry, Accessories, Jewelry Repair",5.0,3
986,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
987,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
988,Fuckaldo,45.45606,9.20451,"Viale Montenero, 27, 20135 Milan, Italy",Fashion,3.5,1
989,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
990,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
991,Tatikids,45.45543,9.20251,"Via Orti 35, 20122 Milan, Italy","Hair Salons, Children's Clothing, Kids Activities",0.0,3
